date,open,high,low,close,volume,adj
2010-03-10,657.0,661.0,650.0,651.0,15215900.0,651.0
2010-03-11,655.0,663.0,654.0,657.0,20977600.0,657.0
2010-03-12,664.0,669.0,660.0,668.0,32680700.0,668.0
2010-03-15,678.0,688.0,678.0,685.0,31329500.0,685.0
2010-03-16,681.0,691.0,680.0,685.0,22964500.0,685.0
2010-03-17,692.0,693.0,679.0,684.0,22254900.0,684.0
2010-03-18,684.0,684.0,670.0,672.0,22637000.0,672.0
2010-03-19,674.0,675.0,668.0,670.0,16784300.0,670.0
2010-03-23,665.0,668.0,660.0,661.0,15254600.0,661.0
2010-03-24,666.0,670.0,662.0,669.0,16309300.0,669.0
2010-03-25,672.0,675.0,665.0,668.0,18490800.0,668.0
2010-03-26,672.0,685.0,670.0,683.0,25026500.0,683.0
2010-03-29,679.0,700.0,677.0,699.0,29782600.0,699.0
2010-03-30,707.0,708.0,698.0,702.0,27959500.0,702.0
2010-03-31,702.0,702.0,681.0,689.0,36769600.0,689.0
2010-04-01,690.0,693.0,682.0,689.0,24227400.0,689.0
2010-04-02,697.0,699.0,690.0,694.0,22847500.0,694.0
2010-04-05,702.0,703.0,692.0,693.0,16507300.0,693.0
2010-04-06,693.0,695.0,683.0,694.0,22780400.0,694.0
2010-04-07,696.0,717.0,695.0,707.0,49878600.0,707.0
2010-04-08,704.0,716.0,697.0,698.0,36476200.0,698.0
2010-04-09,707.0,712.0,700.0,706.0,25817500.0,706.0
2010-04-12,712.0,715.0,705.0,707.0,31494500.0,707.0
2010-04-13,706.0,707.0,693.0,702.0,24597500.0,702.0
2010-04-14,698.0,699.0,685.0,692.0,35962700.0,692.0
2010-04-15,701.0,701.0,692.0,693.0,20477900.0,693.0
2010-04-16,692.0,696.0,686.0,688.0,24274200.0,688.0
2010-04-19,668.0,671.0,661.0,669.0,41464300.0,669.0
2010-04-20,675.0,676.0,665.0,668.0,30312700.0,668.0
2010-04-21,673.0,674.0,666.0,667.0,36919500.0,667.0
2010-04-22,664.0,665.0,656.0,660.0,30831800.0,660.0
2010-04-23,655.0,663.0,653.0,659.0,29516800.0,659.0
2010-04-26,664.0,681.0,663.0,676.0,30581100.0,676.0
2010-04-27,670.0,675.0,664.0,669.0,29826400.0,669.0
2010-04-28,650.0,665.0,647.0,662.0,33280900.0,662.0
2010-04-30,669.0,672.0,649.0,655.0,64665300.0,655.0
2010-05-06,640.0,641.0,620.0,624.0,60249700.0,624.0
2010-05-07,594.0,613.0,593.0,608.0,67532700.0,608.0
2010-05-10,609.0,629.0,606.0,618.0,43028400.0,618.0
2010-05-11,628.0,629.0,600.0,606.0,41451500.0,606.0
2010-05-12,601.0,606.0,589.0,595.0,48938800.0,595.0
2010-05-13,604.0,617.0,604.0,610.0,37527900.0,610.0
2010-05-14,602.0,615.0,597.0,607.0,43578300.0,607.0
2010-05-17,602.0,609.0,594.0,598.0,36464500.0,598.0
2010-05-18,605.0,605.0,584.0,585.0,37371800.0,585.0
2010-05-19,573.0,578.0,566.0,578.0,45879100.0,578.0
2010-05-20,572.0,577.0,565.0,568.0,43399900.0,568.0
2010-05-21,550.0,567.0,549.0,566.0,53204500.0,566.0
2010-05-24,563.0,564.0,551.0,557.0,48905200.0,557.0
2010-05-25,551.0,557.0,545.0,548.0,36745500.0,548.0
2010-05-26,552.0,563.0,544.0,551.0,46839500.0,551.0
2010-05-27,547.0,571.0,547.0,569.0,43046800.0,569.0
2010-05-28,577.0,582.0,561.0,567.0,39417200.0,567.0
2010-05-31,566.0,576.0,563.0,566.0,20514000.0,566.0
2010-06-01,564.0,572.0,560.0,569.0,24069000.0,569.0
2010-06-02,561.0,570.0,556.0,561.0,29635200.0,561.0
2010-06-03,566.0,568.0,555.0,561.0,33042500.0,561.0
2010-06-04,560.0,566.0,556.0,559.0,26382600.0,559.0
2010-06-07,541.0,542.0,528.0,533.0,39555200.0,533.0
2010-06-08,533.0,537.0,530.0,532.0,27661800.0,532.0
2010-06-09,523.0,528.0,515.0,524.0,31849000.0,524.0
2010-06-10,530.0,530.0,522.0,530.0,26837300.0,530.0
2010-06-11,540.0,544.0,534.0,535.0,29228200.0,535.0
2010-06-14,533.0,537.0,528.0,531.0,22044400.0,531.0
2010-06-15,536.0,554.0,534.0,541.0,41426400.0,541.0
2010-06-16,551.0,555.0,547.0,547.0,24580900.0,547.0
2010-06-17,547.0,547.0,540.0,543.0,14493400.0,543.0
2010-06-18,541.0,542.0,530.0,535.0,19697500.0,535.0
2010-06-21,536.0,544.0,533.0,538.0,28491700.0,538.0
2010-06-22,534.0,545.0,531.0,537.0,26411500.0,537.0
2010-06-23,532.0,534.0,528.0,528.0,20629900.0,528.0
2010-06-24,521.0,529.0,521.0,525.0,22230800.0,525.0
2010-06-25,522.0,526.0,512.0,517.0,31441000.0,517.0
2010-06-28,515.0,515.0,504.0,507.0,29090100.0,507.0
2010-06-29,506.0,507.0,497.0,499.0,28521900.0,499.0
2010-06-30,488.0,492.0,482.0,489.0,39629400.0,489.0
2010-07-01,486.0,489.0,481.0,481.0,28480800.0,481.0
2010-07-02,482.0,482.0,473.0,478.0,38347300.0,478.0
2010-07-05,481.0,490.0,480.0,482.0,27794400.0,482.0
2010-07-06,478.0,489.0,468.0,489.0,51924800.0,489.0
2010-07-07,490.0,490.0,468.0,473.0,49977400.0,473.0
2010-07-08,489.0,492.0,485.0,488.0,40973300.0,488.0
2010-07-09,492.0,497.0,488.0,491.0,35443200.0,491.0
2010-07-12,493.0,507.0,492.0,498.0,32818900.0,498.0
2010-07-13,500.0,504.0,485.0,492.0,28316500.0,492.0
2010-07-14,502.0,507.0,500.0,502.0,22230200.0,502.0
2010-07-15,499.0,499.0,487.0,491.0,24189600.0,491.0
2010-07-16,487.0,492.0,479.0,483.0,22921300.0,483.0
2010-07-20,473.0,477.0,468.0,473.0,28922600.0,473.0
2010-07-21,470.0,471.0,451.0,455.0,44032700.0,455.0
2010-07-22,454.0,466.0,453.0,460.0,32609700.0,460.0
2010-07-23,467.0,475.0,465.0,469.0,34078300.0,469.0
2010-07-26,473.0,480.0,468.0,469.0,23783800.0,469.0
2010-07-27,470.0,480.0,468.0,475.0,23207900.0,475.0
2010-07-28,483.0,498.0,482.0,492.0,34458500.0,492.0
2010-07-29,493.0,498.0,488.0,489.0,17738900.0,489.0
2010-07-30,492.0,492.0,479.0,481.0,24484200.0,481.0
2010-08-02,493.0,495.0,485.0,488.0,24867600.0,488.0
2010-08-03,498.0,511.0,497.0,506.0,45406900.0,506.0
2010-08-04,507.0,510.0,500.0,501.0,29734300.0,501.0
2010-08-05,506.0,508.0,493.0,502.0,28668700.0,502.0
2010-08-06,501.0,512.0,500.0,507.0,30146900.0,507.0
2010-08-09,505.0,511.0,504.0,509.0,22199000.0,509.0
2010-08-10,515.0,522.0,515.0,519.0,41115900.0,519.0
2010-08-11,514.0,517.0,507.0,508.0,31567400.0,508.0
2010-08-12,497.0,498.0,486.0,497.0,40699900.0,497.0
2010-08-13,496.0,504.0,494.0,503.0,32893000.0,503.0
2010-08-16,496.0,502.0,492.0,500.0,23497500.0,500.0
2010-08-17,495.0,497.0,489.0,492.0,30363600.0,492.0
2010-08-18,496.0,506.0,493.0,501.0,34524300.0,501.0
2010-08-19,498.0,514.0,498.0,511.0,31157600.0,511.0
2010-08-20,503.0,509.0,500.0,501.0,28642600.0,501.0
2010-08-23,502.0,506.0,499.0,501.0,20470300.0,501.0
2010-08-24,495.0,497.0,492.0,495.0,23451200.0,495.0
2010-08-25,489.0,491.0,480.0,483.0,31858900.0,483.0
2010-08-26,486.0,487.0,470.0,475.0,34197500.0,475.0
2010-08-27,470.0,484.0,467.0,482.0,29783100.0,482.0
2010-08-30,490.0,499.0,488.0,489.0,29243200.0,489.0
2010-08-31,484.0,485.0,471.0,473.0,23169800.0,473.0
2010-09-01,470.0,473.0,461.0,469.0,28482600.0,469.0
2010-09-02,475.0,479.0,463.0,472.0,23552000.0,472.0
2010-09-03,477.0,481.0,469.0,473.0,23859100.0,473.0
2010-09-06,476.0,486.0,473.0,483.0,26601400.0,483.0
2010-09-07,479.0,484.0,476.0,479.0,14082600.0,479.0
2010-09-08,471.0,471.0,460.0,464.0,24140200.0,464.0
2010-09-09,462.0,465.0,460.0,463.0,19368900.0,463.0
2010-09-10,461.0,466.0,457.0,461.0,34152700.0,461.0
2010-09-13,465.0,470.0,460.0,464.0,35338700.0,464.0
2010-09-14,464.0,469.0,457.0,458.0,32990200.0,458.0
2010-09-15,457.0,463.0,448.0,459.0,56994400.0,459.0
2010-09-16,467.0,468.0,445.0,447.0,57271400.0,447.0
2010-09-17,448.0,449.0,440.0,441.0,50580100.0,441.0
2010-09-21,440.0,440.0,421.0,426.0,65249700.0,426.0
2010-09-22,420.0,437.0,418.0,429.0,73670000.0,429.0
2010-09-24,426.0,435.0,425.0,427.0,44437000.0,427.0
2010-09-27,429.0,429.0,419.0,422.0,43695200.0,422.0
2010-09-28,419.0,420.0,406.0,408.0,52938600.0,408.0
2010-09-29,406.0,417.0,405.0,412.0,55414500.0,412.0
2010-09-30,411.0,415.0,403.0,404.0,33004500.0,404.0
2010-10-01,410.0,416.0,402.0,414.0,49531100.0,414.0
2010-10-04,416.0,417.0,401.0,402.0,42822600.0,402.0
2010-10-05,400.0,410.0,397.0,407.0,70357800.0,407.0
2010-10-06,415.0,437.0,412.0,435.0,91021700.0,435.0
2010-10-07,438.0,452.0,437.0,445.0,83284000.0,445.0
2010-10-08,446.0,453.0,442.0,449.0,62581400.0,449.0
2010-10-12,451.0,453.0,434.0,436.0,42454000.0,436.0
2010-10-13,444.0,447.0,429.0,431.0,46848100.0,431.0
2010-10-14,436.0,456.0,435.0,455.0,85133700.0,455.0
2010-10-15,450.0,451.0,423.0,427.0,100406200.0,427.0
2010-10-18,422.0,434.0,422.0,429.0,40701900.0,429.0
2010-10-19,428.0,435.0,427.0,432.0,45625300.0,432.0
2010-10-20,425.0,436.0,420.0,432.0,42888600.0,432.0
2010-10-21,430.0,438.0,425.0,431.0,49523100.0,431.0
2010-10-22,426.0,441.0,424.0,440.0,46430200.0,440.0
2010-10-25,441.0,450.0,440.0,445.0,51360800.0,445.0
2010-10-26,440.0,442.0,435.0,437.0,45540400.0,437.0
2010-10-27,444.0,444.0,427.0,432.0,39832900.0,432.0
2010-10-28,429.0,433.0,425.0,431.0,38275400.0,431.0
2010-10-29,427.0,432.0,416.0,418.0,45142700.0,418.0
2010-11-01,410.0,410.0,396.0,397.0,54939600.0,397.0
2010-11-02,400.0,417.0,395.0,414.0,87387700.0,414.0
2010-11-04,417.0,423.0,415.0,416.0,44082000.0,416.0
2010-11-05,424.0,439.0,423.0,434.0,51743900.0,434.0
2010-11-08,439.0,440.0,429.0,430.0,22475100.0,430.0
2010-11-09,425.0,428.0,419.0,428.0,30989300.0,428.0
2010-11-10,441.0,451.0,441.0,447.0,49990800.0,447.0
2010-11-11,454.0,470.0,451.0,463.0,62324600.0,463.0
2010-11-12,459.0,465.0,453.0,457.0,45468600.0,457.0
2010-11-15,464.0,467.0,456.0,460.0,27517400.0,460.0
2010-11-16,465.0,468.0,458.0,463.0,46907000.0,463.0
2010-11-17,460.0,465.0,455.0,465.0,30261500.0,465.0
2010-11-18,466.0,488.0,463.0,487.0,61914200.0,487.0
2010-11-19,503.0,507.0,492.0,495.0,84614900.0,495.0
2010-11-22,502.0,507.0,498.0,502.0,45741100.0,502.0
2010-11-24,490.0,500.0,488.0,495.0,48757400.0,495.0
2010-11-25,503.0,503.0,493.0,494.0,33545700.0,494.0
2010-11-26,494.0,497.0,481.0,484.0,51567900.0,484.0
2010-11-29,487.0,494.0,484.0,491.0,25986600.0,491.0
2010-11-30,486.0,491.0,482.0,482.0,27678500.0,482.0
2010-12-01,480.0,481.0,471.0,478.0,29186700.0,478.0
2010-12-02,492.0,497.0,489.0,491.0,28372200.0,491.0
2010-12-03,498.0,499.0,486.0,490.0,20480800.0,490.0
2010-12-06,492.0,494.0,487.0,492.0,10685500.0,492.0
2010-12-07,490.0,495.0,488.0,491.0,18562800.0,491.0
2010-12-08,491.0,494.0,486.0,490.0,26276900.0,490.0
2010-12-09,498.0,510.0,491.0,509.0,75202600.0,509.0
2010-12-10,509.0,512.0,500.0,505.0,70004900.0,505.0
2010-12-13,503.0,519.0,501.0,519.0,47817100.0,519.0
2010-12-14,518.0,536.0,516.0,527.0,99679700.0,527.0
2010-12-15,533.0,534.0,524.0,526.0,31870600.0,526.0
2010-12-16,523.0,530.0,519.0,523.0,45761000.0,523.0
2010-12-17,525.0,530.0,522.0,523.0,23923100.0,523.0
2010-12-20,526.0,528.0,514.0,516.0,22490200.0,516.0
2010-12-21,516.0,522.0,514.0,518.0,20424500.0,518.0
2010-12-22,518.0,530.0,518.0,524.0,32468100.0,524.0
2010-12-24,524.0,527.0,519.0,522.0,14787500.0,522.0
2010-12-27,520.0,523.0,520.0,520.0,15149500.0,520.0
2010-12-28,525.0,529.0,524.0,526.0,19181500.0,526.0
2010-12-29,525.0,526.0,520.0,524.0,16496700.0,524.0
2010-12-30,525.0,525.0,515.0,515.0,21573600.0,515.0
2011-01-04,525.0,526.0,521.0,524.0,18647300.0,524.0
2011-01-05,525.0,527.0,518.0,520.0,19451900.0,520.0
2011-01-06,529.0,543.0,525.0,541.0,43908800.0,541.0
2011-01-07,544.0,548.0,537.0,542.0,30168600.0,542.0
2011-01-11,535.0,541.0,532.0,536.0,23215100.0,536.0
2011-01-12,539.0,552.0,534.0,535.0,51576200.0,535.0
2011-01-13,550.0,556.0,545.0,551.0,59321800.0,551.0
2011-01-14,549.0,554.0,541.0,541.0,38377300.0,541.0
2011-01-17,542.0,543.0,531.0,535.0,25249000.0,535.0
2011-01-18,532.0,541.0,529.0,535.0,21335700.0,535.0
2011-01-19,538.0,542.0,532.0,537.0,21959700.0,537.0
2011-01-20,533.0,542.0,531.0,531.0,34832900.0,531.0
2011-01-21,533.0,533.0,507.0,514.0,49267800.0,514.0
2011-01-24,516.0,520.0,511.0,514.0,25685500.0,514.0
2011-01-25,516.0,526.0,516.0,521.0,34270300.0,521.0
2011-01-26,517.0,520.0,514.0,515.0,16085000.0,515.0
2011-01-27,514.0,517.0,509.0,515.0,22807900.0,515.0
2011-01-28,511.0,512.0,500.0,505.0,42536700.0,505.0
2011-01-31,495.0,500.0,493.0,499.0,28803300.0,499.0
2011-02-01,506.0,506.0,495.0,496.0,17984600.0,496.0
2011-02-02,505.0,523.0,505.0,516.0,42402500.0,516.0
2011-02-03,516.0,526.0,513.0,519.0,30968300.0,519.0
2011-02-04,526.0,528.0,521.0,521.0,17838000.0,521.0
2011-02-07,527.0,529.0,521.0,522.0,22458500.0,522.0
2011-02-08,529.0,530.0,525.0,527.0,20330400.0,527.0
2011-02-09,530.0,530.0,516.0,519.0,23649400.0,519.0
2011-02-10,519.0,524.0,517.0,522.0,15036700.0,522.0
2011-02-14,525.0,536.0,525.0,534.0,27103600.0,534.0
2011-02-15,535.0,535.0,528.0,532.0,18431300.0,532.0
2011-02-16,535.0,550.0,533.0,546.0,50564500.0,546.0
2011-02-17,556.0,557.0,551.0,552.0,35577000.0,552.0
2011-02-18,550.0,552.0,546.0,550.0,28795400.0,550.0
2011-02-21,543.0,549.0,540.0,549.0,27643700.0,549.0
2011-02-22,539.0,540.0,522.0,522.0,47783400.0,522.0
2011-02-23,514.0,521.0,509.0,510.0,50805100.0,510.0
2011-02-24,512.0,517.0,504.0,505.0,40919700.0,505.0
2011-02-25,507.0,511.0,502.0,508.0,31760500.0,508.0
2011-02-28,511.0,520.0,506.0,518.0,29125600.0,518.0
2011-03-01,519.0,526.0,519.0,523.0,23556500.0,523.0
2011-03-02,514.0,516.0,507.0,508.0,25590500.0,508.0
2011-03-03,509.0,512.0,506.0,508.0,19025200.0,508.0
2011-03-04,518.0,519.0,507.0,511.0,21527200.0,511.0
2011-03-07,505.0,507.0,495.0,496.0,33538500.0,496.0
2011-03-08,496.0,501.0,492.0,494.0,35433900.0,494.0
2011-03-09,502.0,508.0,499.0,501.0,34336300.0,501.0
2011-03-10,504.0,505.0,490.0,492.0,25014500.0,492.0
2011-03-11,484.0,491.0,483.0,483.0,34281000.0,483.0
2011-03-14,427.0,450.0,425.0,440.0,71197900.0,440.0
2011-03-15,425.0,427.0,361.0,387.0,79138900.0,387.0
2011-03-16,419.0,427.0,412.0,425.0,79364900.0,425.0
2011-03-17,404.0,422.0,404.0,421.0,59087100.0,421.0
2011-03-18,428.0,444.0,428.0,439.0,59521700.0,439.0
2011-03-22,455.0,467.0,452.0,463.0,47107500.0,463.0
2011-03-23,455.0,457.0,449.0,455.0,31261400.0,455.0
2011-03-24,447.0,448.0,438.0,440.0,51144800.0,440.0
2011-03-25,448.0,449.0,430.0,435.0,34581000.0,435.0
2011-03-28,439.0,440.0,427.0,431.0,27638300.0,431.0
2011-03-29,420.0,429.0,415.0,424.0,32494900.0,424.0
2011-03-30,425.0,435.0,424.0,434.0,24180800.0,434.0
2011-03-31,435.0,438.0,428.0,435.0,30374900.0,435.0
2011-04-01,432.0,436.0,426.0,426.0,26491700.0,426.0
2011-04-04,431.0,432.0,422.0,425.0,24288600.0,425.0
2011-04-05,422.0,427.0,417.0,421.0,30714100.0,421.0
2011-04-06,417.0,418.0,405.0,408.0,33645200.0,408.0
2011-04-07,412.0,417.0,410.0,411.0,27724100.0,411.0
2011-04-08,409.0,424.0,406.0,421.0,31474300.0,421.0
2011-04-11,420.0,428.0,419.0,421.0,16472700.0,421.0
2011-04-12,416.0,421.0,413.0,418.0,17123200.0,418.0
2011-04-13,418.0,425.0,416.0,424.0,20722300.0,424.0
2011-04-14,417.0,421.0,415.0,419.0,18438400.0,419.0
2011-04-15,415.0,419.0,411.0,411.0,16965700.0,411.0
2011-04-18,410.0,412.0,406.0,406.0,14450100.0,406.0
2011-04-19,405.0,409.0,401.0,407.0,19811400.0,407.0
2011-04-20,409.0,412.0,405.0,409.0,13446300.0,409.0
2011-04-21,411.0,414.0,409.0,413.0,12696200.0,413.0
2011-04-22,412.0,425.0,409.0,422.0,23470400.0,422.0
2011-04-25,422.0,429.0,421.0,422.0,15397800.0,422.0
2011-04-26,422.0,423.0,413.0,415.0,11169000.0,415.0
2011-04-27,414.0,415.0,407.0,410.0,18269900.0,410.0
2011-04-28,411.0,416.0,407.0,412.0,25651800.0,412.0
2011-05-02,418.0,419.0,411.0,416.0,19330500.0,416.0
2011-05-06,411.0,422.0,410.0,418.0,22570100.0,418.0
2011-05-09,419.0,420.0,410.0,413.0,16126900.0,413.0
2011-05-10,413.0,414.0,408.0,410.0,14203400.0,410.0
2011-05-11,414.0,417.0,411.0,412.0,15250900.0,412.0
2011-05-12,410.0,411.0,405.0,406.0,13763300.0,406.0
2011-05-13,403.0,405.0,395.0,399.0,24831100.0,399.0
2011-05-16,398.0,398.0,387.0,388.0,19359400.0,388.0
2011-05-17,391.0,402.0,390.0,399.0,34057100.0,399.0
2011-05-18,399.0,404.0,396.0,401.0,17341900.0,401.0
2011-05-19,402.0,406.0,396.0,397.0,10954700.0,397.0
2011-05-20,394.0,398.0,391.0,391.0,12544000.0,391.0
2011-05-23,388.0,388.0,380.0,381.0,26679500.0,381.0
2011-05-24,379.0,383.0,376.0,382.0,17478400.0,382.0
2011-05-25,390.0,394.0,387.0,390.0,34049700.0,390.0
2011-05-26,391.0,396.0,391.0,395.0,19961600.0,395.0
2011-05-27,394.0,401.0,393.0,398.0,20833500.0,398.0
2011-05-30,396.0,402.0,395.0,400.0,14273400.0,400.0
2011-05-31,400.0,408.0,400.0,408.0,18129600.0,408.0
2011-06-01,410.0,410.0,405.0,408.0,20069900.0,408.0
2011-06-02,403.0,409.0,400.0,406.0,25234600.0,406.0
2011-06-03,405.0,409.0,397.0,399.0,23009900.0,399.0
2011-06-06,395.0,398.0,390.0,391.0,14013300.0,391.0
2011-06-07,390.0,398.0,386.0,398.0,16959000.0,398.0
2011-06-08,397.0,404.0,396.0,397.0,10707900.0,397.0
2011-06-09,393.0,396.0,390.0,393.0,12172500.0,393.0
2011-06-10,395.0,401.0,391.0,393.0,19724400.0,393.0
2011-06-13,390.0,394.0,389.0,391.0,9904200.0,391.0
2011-06-14,389.0,396.0,389.0,395.0,16508900.0,395.0
2011-06-15,394.0,395.0,382.0,386.0,40915200.0,386.0
2011-06-16,381.0,382.0,376.0,377.0,27539800.0,377.0
2011-06-17,379.0,380.0,370.0,371.0,25510100.0,371.0
2011-06-20,375.0,377.0,370.0,372.0,24166900.0,372.0
2011-06-21,374.0,376.0,368.0,372.0,17502500.0,372.0
2011-06-22,374.0,384.0,374.0,381.0,26349200.0,381.0
2011-06-23,377.0,385.0,376.0,378.0,20760400.0,378.0
2011-06-24,378.0,388.0,377.0,386.0,25055500.0,386.0
2011-06-27,386.0,388.0,379.0,384.0,17970500.0,384.0
2011-06-28,390.0,391.0,385.0,387.0,13432600.0,387.0
2011-06-29,392.0,398.0,390.0,397.0,25214500.0,397.0
2011-06-30,399.0,400.0,395.0,396.0,15970800.0,396.0
2011-07-01,402.0,402.0,395.0,397.0,17495700.0,397.0
2011-07-04,402.0,404.0,400.0,403.0,18819300.0,403.0
2011-07-05,402.0,408.0,399.0,401.0,20678000.0,401.0
2011-07-06,402.0,405.0,397.0,405.0,18177500.0,405.0
2011-07-07,400.0,407.0,400.0,404.0,17349100.0,404.0
2011-07-08,409.0,410.0,404.0,404.0,13873200.0,404.0
2011-07-11,401.0,402.0,396.0,398.0,14693400.0,398.0
2011-07-12,390.0,391.0,384.0,385.0,24917500.0,385.0
2011-07-13,385.0,391.0,384.0,388.0,19026900.0,388.0
2011-07-14,386.0,388.0,382.0,383.0,19710200.0,383.0
2011-07-15,383.0,386.0,381.0,385.0,13082600.0,385.0
2011-07-19,380.0,381.0,374.0,375.0,27026100.0,375.0
2011-07-20,380.0,380.0,376.0,380.0,20485700.0,380.0
2011-07-21,383.0,384.0,379.0,381.0,15545300.0,381.0
2011-07-22,389.0,397.0,388.0,393.0,40383100.0,393.0
2011-07-25,390.0,392.0,386.0,387.0,17679500.0,387.0
2011-07-26,387.0,389.0,383.0,387.0,23524400.0,387.0
2011-07-27,386.0,387.0,382.0,383.0,13098500.0,383.0
2011-07-28,380.0,381.0,378.0,378.0,12143600.0,378.0
2011-07-29,379.0,381.0,375.0,376.0,23966800.0,376.0
2011-08-01,382.0,386.0,379.0,380.0,31229800.0,380.0
2011-08-02,375.0,378.0,375.0,376.0,13599000.0,376.0
2011-08-03,371.0,372.0,368.0,369.0,15025400.0,369.0
2011-08-04,370.0,376.0,369.0,369.0,24874700.0,369.0
2011-08-05,350.0,351.0,348.0,349.0,41637300.0,349.0
2011-08-08,344.0,346.0,337.0,340.0,27894800.0,340.0
2011-08-09,323.0,329.0,315.0,327.0,66978400.0,327.0
2011-08-10,335.0,336.0,321.0,322.0,37662200.0,322.0
2011-08-11,314.0,323.0,311.0,319.0,32904500.0,319.0
2011-08-12,323.0,329.0,316.0,319.0,32746200.0,319.0
2011-08-15,325.0,326.0,320.0,323.0,18475000.0,323.0
2011-08-16,326.0,327.0,320.0,321.0,16283900.0,321.0
2011-08-17,320.0,329.0,318.0,326.0,21404700.0,326.0
2011-08-18,326.0,329.0,321.0,324.0,19195000.0,324.0
2011-08-19,317.0,319.0,311.0,312.0,32334000.0,312.0
2011-08-22,312.0,315.0,307.0,307.0,22156700.0,307.0
2011-08-23,308.0,315.0,308.0,313.0,27917000.0,313.0
2011-08-24,316.0,317.0,308.0,308.0,24295700.0,308.0
2011-08-25,312.0,320.0,311.0,316.0,21922400.0,316.0
2011-08-26,317.0,318.0,313.0,316.0,21128400.0,316.0
2011-08-29,315.0,319.0,312.0,315.0,20382400.0,315.0
2011-08-30,320.0,327.0,319.0,323.0,30562300.0,323.0
2011-08-31,322.0,324.0,318.0,321.0,25475400.0,321.0
